1,0.000834147
2,4.96E-05
3,0.001968384
4,0.000245412
5,0.001603444
6,0.002677917
7,0.001637777
8,0.000939687
9,0.000237783
10,0.001528422
11,0.000232697
12,0
13,0.000776927
14,0.001771291
15,0.001285553
16,0.002011617
17,0.000329336
18,0.00270462
19,0.001033783
20,0.000320435
21,0.000359853
22,0.000513713
23,0.007537333
24,0.000900269
25,0.007424
26,0.000443776
27,0.001396179
28,1.65E-05
29,0.003014882
30,0.000291189
31,0.00285085
32,0.002105713
33,0.000968933
34,0.001354218
35,0.00047938
36,1.27E-06
37,1.27E-06
38,0.001637777
39,0.000567118
40,0.001712799
41,0.000298818
42,0.001150767
43,0.00155894
44,0.000981649
45,0.001415253
46,0.001660665
47,0.000495911
48,0.001026154
49,0
50,0.000230153
51,0.000367483
52,0
53,0.002328237
54,0.00142924
55,0.001038869
56,0.001374563
57,0.000158946
58,0.000742594
59,0.002648671
60,0.000807444
61,0.000863393
62,0.002024333
63,0.000554403
64,0.000720978
65,0.001516978
66,0.002169291
67,0.001819611
68,0.001900991
69,0.000726064
70,0
71,0.001499176
72,0.000528971
73,0
74,0.00109609
75,0.001291911
76,1.27E-06
77,0.000214895
78,0.00031662
79,0.001684825
80,0
81,1.27E-06
82,0.001506805
83,0.002236684
84,0.00046285
85,0.002866109
86,0.002124786
87,0.000846863
88,0.001546224
89,0.001121521
90,0.000553131
91,0.000787099
92,0.001440684
93,0.00063324
94,0.000436147
95,0.001238505
96,0.001150767
97,0.000320435
98,0.00041453
99,0.000764211
100,0.000897725
101,0.000854492
102,0.000452677